timestamp;steering_angle
78702.52205291032;1.8
78702.53560574334;1.7
78702.541308671;1.7
78702.55540335833;1.6
78702.56902900433;1.5
78702.58242863933;1.5
78702.59066091;1.4
78702.601782264;1.4
78702.61944586867;1.3
78702.632616473;1.3
78702.638194504;1.2
78702.649464452;1.2
78702.66605471267;1.2
78702.676934296;1.2
78702.687725077;1.1
78702.69928585799;1.1
78702.71412932701;1.1
78702.73035078567;1.1
78702.73591565;1.0
78702.746976796;1.0
78702.76412463901;1.0
78702.774917889;1.0
78702.78618038901;1.0
78702.797390494;1.0
78702.81136473334;1.0
78702.82259222266;1.0
78702.836727952;1.0
78702.84530876434;1.0
78702.861589733;1.0
78702.87233581633;0.8999999999999999
78702.883121181;0.8999999999999999
78702.894168879;0.8999999999999999
78702.905385389;0.7999999999999999
78702.91972316033;0.7999999999999999
78702.930621754;0.7000000000000001
78702.941613046;0.6000000000000001
78702.952787629;0.4
78702.963838723;0.30000000000000004
78702.98034773333;0.2
78702.98882741034;0.0
78702.99755808766;-0.2
78703.01650795167;-0.30000000000000004
78703.02758829533;-0.5
78703.038505858;-0.7000000000000001
78703.049699556;-0.8999999999999999
78703.06347932635;-1.1
78703.077046202;-1.2
78703.08551999368;-1.3
78703.09919273267;-1.3
78703.10837287868;-1.4
78703.122044066;-1.5
78703.13550255567;-1.5
78703.14697563933;-1.5
78703.16316349301;-1.5
78703.168551014;-1.5
78703.18485557634;-1.5
78703.19336719133;-1.6
78703.21582694167;-1.6
78703.215956275;-1.7
78703.23260470133;-1.8
78703.24104734733;-1.8
78703.25827062834;-1.9
78703.27149621167;-2.1
78703.282380014;-2.2
78703.28770565;-2.3
78703.298919348;-2.5
78703.31695254499;-2.7
78703.33022038934;-3.0
78703.33874664966;-3.2
78703.35226627467;-3.5
78703.36592300399;-3.8
78703.37941611867;-4.1
78703.384836379;-4.4
78703.39919138933;-4.8
78703.41955706633;-5.2
78703.425222004;-5.6
78703.43633208732;-6.1
78703.447131587;-6.5
78703.46368956633;-6.9
78703.47448028467;-7.4
78703.485399056;-7.9
78703.496640493;-8.3
78703.51405217034;-8.8
78703.520037722;-9.2
78703.536396452;-9.6
78703.54248098333;-10.0
78703.55883020165;-10.4
78703.56672773266;-10.7
78703.58280231632;-11.1
78703.591135285;-11.4
78703.602467056;-11.7
78703.62143685801;-12.0
78703.63223869134;-12.3
78703.637689608;-12.6
78703.649415108;-12.9
78703.66562480567;-13.1
78703.68152009767;-13.4
78703.68745439967;-13.7
78703.698168827;-14.0
78703.713884243;-14.2
78703.73020015999;-14.5
78703.735591327;-14.8
78703.74705937834;-15.1
78703.76337291;-15.4
78703.774160077;-15.8
78703.787985358;-16.1
78703.796028045;-16.5
78703.807440243;-16.8
78703.82107957633;-17.2
78703.834679035;-17.6
78703.84643817067;-18.0
78703.86263475366;-18.3
78703.870738233;-18.7
78703.88425872201;-19.1
78703.88993352467;-19.5
78703.906738618;-19.9
78703.91942688866;-20.3
78703.93573183734;-20.7
78703.941385962;-21.0
78703.952634035;-21.4
78703.96914058733;-21.8
78703.98008749333;-22.1
78703.99109331566;-22.5
78704.002278358;-22.8
78704.01624590934;-23.2
78704.03238618033;-23.5
78704.037898253;-23.8
78704.049185389;-24.2
78704.062994347;-24.5
78704.076554451;-24.8
78704.087420753;-25.1
78704.098630545;-25.4
78704.113671962;-25.7
78704.12452893033;-26.0
78704.13847453434;-26.3
78704.146608983;-26.5
78704.16323870134;-26.9
78704.173961826;-27.1
78704.18481035733;-27.3
78704.196054816;-27.6
78704.21159069067;-27.9
78704.21757803432;-28.1
78704.233637566;-28.3
78704.24457466;-28.5
78704.255764295;-28.7
78704.27239771133;-28.9
78704.28044664934;-29.1
78704.288708514;-29.3
78704.301035785;-29.5
78704.31761871166;-29.7
78704.33373526332;-30.0
78704.339224087;-30.1
78704.350511535;-30.3
78704.36177273268;-30.5
78704.37779371133;-30.7
78704.38849466;-30.9
78704.399634035;-31.1
78704.416031576;-31.3
78704.42680957633;-31.5
78704.43764242;-31.7
78704.448781535;-31.9
78704.46525554467;-32.2
78704.47626880533;-32.4
78704.48706498201;-32.6
78704.495943555;-32.9
78704.50604470166;-33.1
78704.519733149;-33.4
78704.53605281534;-33.6
78704.54484490932;-33.9
78704.558573399;-34.1
78704.57204302367;-34.3
78704.580247993;-34.6
78704.591228462;-34.7
78704.60258663866;-35.0
78704.61905105566;-35.2
78704.63252761768;-35.3
78704.637964555;-35.5
78704.65211729532;-35.7
78704.67111542;-35.9
78704.68208065933;-36.0
78704.687628514;-36.1
78704.701947639;-36.2
78704.71698748266;-36.3
78704.73038781567;-36.4
78704.73635089934;-36.4
78704.747307347;-36.4
78704.76380340933;-36.4
78704.779905316;-36.3
78704.785380701;-36.3
78704.796939357;-36.2
78704.81765289934;-36.2
78704.82844587868;-36.2
78704.83690831534;-36.2
78704.84532961801;-36.2
78704.86161614866;-36.1
78704.872419399;-36.1
78704.886108982;-36.1
78704.894457045;-36.1
78704.905645555;-36.1
78704.919549972;-36.1
78704.93602256599;-36.1
78704.941548722;-36.1
78704.953433014;-36.1
78704.96940328466;-36.1
78704.980217159;-36.1
78704.99128742;-36.1
78705.01254558667;-36.2
78705.01549742;-36.1
78705.032103326;-36.1
78705.04072047233;-36.1
78705.048862264;-36.2
78705.065383982;-36.1
78705.081716191;-36.1
78705.08747612833;-36.1
78705.09829393;-36.1
78705.11542943068;-36.1
78705.12617877366;-36.1
78705.13705617;-36.1
78705.148243409;-36.1
78705.16480945134;-36.1
78705.17583583666;-36.1
78705.18663626333;-36.1
78705.19266714934;-36.1
78705.208511524;-36.1
78705.22235964933;-36.1
78705.23588365967;-36.1
78705.24150242;-36.1
78705.258378826;-36.1
78705.269200961;-36.1
78705.28277730466;-36.1
78705.291070753;-36.0
78705.311545284;-36.0
78705.317659816;-36.0
78705.33123465966;-35.9
78705.339518826;-35.9
78705.350694451;-35.9
78705.361823097;-35.9
78705.38039349265;-35.7
78705.388643409;-35.7
78705.399853722;-35.6
78705.414675097;-35.6
78705.42791748233;-35.5
78705.43345034667;-35.4
78705.450141065;-35.3
78705.46386978435;-35.1
78705.47748002366;-35.0
78705.48331770067;-34.9
78705.49696351333;-34.7
78705.51300151301;-34.5
78705.521176618;-34.3
78705.534750076;-34.2
78705.545900284;-34.0
