timestamp;steering_angle
70631.727052583;-3.4
70631.738459302;-3.5
70631.752450781;-3.4
70631.77060812499;-3.4
70631.77072175;-3.4
70631.787382687;-3.2
70631.80397025001;-3.1
70631.81204961432;-3.0
70631.820157531;-2.8
70631.83226486434;-2.6
70631.84835575034;-2.4
70631.87127584401;-2.3
70631.871491594;-2.2
70631.882646489;-2.2
70631.89931981267;-2.2
70631.910148292;-2.3
70631.92104243733;-2.4
70631.931935083;-2.4
70631.94531290633;-2.4
70631.96157173933;-2.4
70631.971797937;-2.3
70631.977374354;-2.3
70631.988614614;-2.3
70632.004955916;-2.3
70632.021143531;-2.3
70632.026557062;-2.4
70632.038035031;-2.4
70632.05478221901;-2.4
70632.071991187;-2.4
70632.077540031;-2.4
70632.088736229;-2.4
70632.105068073;-2.4
70632.11614870801;-2.4
70632.122381375;-2.4
70632.132794614;-2.5
70632.149694354;-2.5
70632.17181868733;-2.6
70632.17268063466;-2.7
70632.183068833;-2.8
70632.20014796834;-2.8
70632.210932698;-2.9
70632.22234889533;-3.0
70632.23279326;-2.9
70632.250537364;-2.9
70632.26141172934;-3.0
70632.27197691666;-3.0
70632.27769372934;-3.0
70632.294555187;-3.0
70632.30813154133;-3.0
70632.321922708;-3.0
70632.327440031;-3.0
70632.338786906;-3.0
70632.35284618699;-3.0
70632.37239923966;-3.0
70632.37603818734;-3.0
70632.38733433333;-3.0
70632.40307576;-2.9
70632.419390468;-2.9
70632.424813323;-2.8
70632.435945916;-2.8
70632.452757708;-2.8
70632.471790458;-2.8
70632.47260669801;-2.8
70632.482929875;-2.8
70632.49996927001;-2.8
70632.510742531;-2.8
70632.522273281;-2.8
70632.532674406;-2.7
70632.549550125;-2.8
70632.560378854;-2.7
70632.574447489;-2.7
70632.580907343;-2.8
70632.59702887433;-2.7
70632.61044176;-2.8
70632.62387709366;-2.8
70632.629531906;-2.7
70632.64675144767;-2.7
70632.65756651;-2.8
70632.672010656;-2.7
70632.67741451;-2.7
70632.692531291;-2.7
70632.70537083333;-2.7
70632.72153381234;-2.8
70632.72783890566;-2.7
70632.738421489;-2.7
70632.75511671833;-2.7
70632.77205524966;-2.7
70632.775702156;-2.7
70632.7889205;-2.7
70632.80556364534;-2.7
70632.81108139532;-2.7
70632.82466407234;-2.7
70632.833884093;-2.7
70632.85070099967;-2.7
70632.87182621832;-2.7
70632.872037635;-2.7
70632.883289249;-2.7
70632.900047927;-2.7
70632.91081138467;-2.7
70632.922219791;-2.7
70632.932589458;-2.7
70632.94954968666;-2.7
70632.960641916;-2.7
70632.97209515567;-2.7
70632.97838315599;-2.7
70632.992617614;-2.7
70633.01078545766;-2.7
70633.02155482267;-2.7
70633.027052531;-2.7
70633.038422635;-2.7
70633.05502928034;-2.7
70633.072100843;-2.7
70633.077657895;-2.7
70633.089280031;-2.7
70633.10559667667;-2.7
70633.116641176;-2.7
70633.12469489533;-2.7
70633.13453107199;-2.7
70633.15581562468;-2.7
70633.17116149967;-2.7
70633.171291958;-2.7
70633.185887635;-2.7
70633.199074926;-2.7
70633.21252891567;-2.7
70633.22403782267;-2.7
70633.231745551;-2.7
70633.249528697;-2.7
70633.260277426;-2.7
70633.27204500935;-2.7
70633.283034926;-2.7
70633.299983031;-2.7
70633.31080283233;-2.7
70633.32165936401;-2.7
70633.33065168667;-2.7
70633.344377124;-2.7
70633.355143885;-2.7
70633.372093687;-2.7
70633.377656124;-2.7
70633.388941801;-2.7
70633.40557582266;-2.7
70633.42154249933;-2.7
70633.42707326;-2.7
70633.438389614;-2.7
70633.45497528066;-2.7
70633.471956291;-2.7
70633.475708655;-2.7
70633.48688303035;-2.7
70633.50529671833;-2.7
70633.51331695766;-2.7
70633.52488366634;-2.7
70633.532688364;-2.7
70633.54965574933;-2.7
70633.569147374;-2.7
70633.57277226;-2.7
70633.583172947;-2.7
70633.600094249;-2.7
70633.61090514532;-2.7
70633.621639458;-2.7
70633.632758572;-2.8
70633.64630143666;-2.8
70633.66242771767;-2.9
70633.67195650999;-2.9
70633.677417895;-3.0
70633.69153118633;-3.0
70633.71010983201;-3.1
70633.72112608266;-3.1
70633.72740351968;-3.1
70633.737818676;-3.1
70633.754578062;-3.1
70633.76807659333;-3.1
70633.77642906133;-3.1
70633.79053103;-3.1
70633.80422347867;-3.1
70633.818049478;-3.1
70633.823435707;-3.1
70633.83560148833;-3.1
70633.85160148867;-3.1
70633.87174321801;-3.1
70633.87259322866;-3.1
70633.88367254067;-3.1
70633.899431635;-3.1
70633.91281854067;-3.1
70633.921029405;-3.1
70633.932092114;-3.1
70633.94938983266;-3.1
